concelho,casos,dia
Caldas da Rainha,7,14-04-2020
Calheta (Açores),5,14-04-2020
Câmara de Lobos,7,14-04-2020
Caminha,10,14-04-2020
Cantanhede,31,14-04-2020
Carraz. de Ansiães,5,14-04-2020
Carregal do Sal,7,14-04-2020
Cartaxo,19,14-04-2020
Cascais,269,14-04-2020
Castelo de Paiva,8,14-04-2020
Castro Daire,91,14-04-2020
Celorico da Beira,7,14-04-2020
Celorico de Basto,9,14-04-2020
Chamusca,3,14-04-2020
Porto,959,14-04-2020
Chaves,20,14-04-2020
Cinfães,8,14-04-2020
Coimbra,293,14-04-2020
Condeixa-a-Nova,43,14-04-2020
Coruche,18,14-04-2020
Covilhã,5,14-04-2020
Elvas,4,14-04-2020
Espinho,45,14-04-2020
Esposende,28,14-04-2020
Estarreja,48,14-04-2020
Évora,21,14-04-2020
Fafe,30,14-04-2020
Faro,52,14-04-2020
Felgueiras,168,14-04-2020
Figueira da Foz,14,14-04-2020
Santarém,50,14-04-2020
Fig. de Cast. Rodrigo,3,14-04-2020
Figueiró dos Vinhos,4,14-04-2020
Funchal,27,14-04-2020
Vila N. da Barquinha,3,14-04-2020
Góis,8,14-04-2020
Gondomar,718,14-04-2020
Gouveia,13,14-04-2020
Grândola,7,14-04-2020
Guarda,16,14-04-2020
Guimarães,219,14-04-2020
Horta,6,14-04-2020
Ílhavo,88,14-04-2020
Lagoa (Faro),3,14-04-2020
Lagos,3,14-04-2020
Lamego,16,14-04-2020
Leiria,43,14-04-2020
Lisboa,946,14-04-2020
Loulé,43,14-04-2020
Loures,212,14-04-2020
Lourinhã,4,14-04-2020
Lousã,8,14-04-2020
Lousada,124,14-04-2020
Mac. de Cavaleiros,18,14-04-2020
Madalena,5,14-04-2020
Mafra,57,14-04-2020
Maia,645,14-04-2020
Mangualde,50,14-04-2020
Marco de Canaveses,45,14-04-2020
Marinha Grande,12,14-04-2020
Matosinhos,768,14-04-2020
Mealhada,13,14-04-2020
Melgaço,15,14-04-2020
Miranda do Corvo,8,14-04-2020
Miranda do Douro,4,14-04-2020
Mirandela,17,14-04-2020
Moimenta da Beira,8,14-04-2020
Moita,53,14-04-2020
Monção,20,14-04-2020
Montemor-o-Velho,14,14-04-2020
Montijo,40,14-04-2020
Moura,27,14-04-2020
Murtosa,6,14-04-2020
Nelas,13,14-04-2020
Óbidos,3,14-04-2020
Odivelas,142,14-04-2020
Oeiras,180,14-04-2020
Olhão,12,14-04-2020
Oliveira de Azeméis,118,14-04-2020
Oliveira de Frades,8,14-04-2020
Oliveira do Bairro,16,14-04-2020
Oliveira do Hospital,6,14-04-2020
Ourém,26,14-04-2020
Ovar,435,14-04-2020
Paços de Ferreira,167,14-04-2020
Palmela,15,14-04-2020
Paredes,166,14-04-2020
Paredes de Coura,6,14-04-2020
Pedrógão,3,14-04-2020
Penacova,9,14-04-2020
Penafiel,100,14-04-2020
Peniche,7,14-04-2020
Peso da Régua,15,14-04-2020
Pinhel,15,14-04-2020
Pombal,33,14-04-2020
Ponta do Sol,5,14-04-2020
Ponte da Barca,4,14-04-2020
Ponte de Lima,21,14-04-2020
Portalegre,3,14-04-2020
Torre de Moncorvo,22,14-04-2020
Portimão,32,14-04-2020
Torres Novas,9,14-04-2020
Torres Vedras,28,14-04-2020
Porto de Mós,4,14-04-2020
Porto Santo,5,14-04-2020
Póvoa de Lanhoso,29,14-04-2020
Póvoa de Varzim,69,14-04-2020
Vale de Cambra,63,14-04-2020
Reg. de Monsaraz,8,14-04-2020
Valença,6,14-04-2020
Resende,53,14-04-2020
Valongo,507,14-04-2020
Rio Maior,11,14-04-2020
Sabrosa,4,14-04-2020
Salvaterra de Magos,5,14-04-2020
Santa Comba Dão,4,14-04-2020
Vieira do Minho,15,14-04-2020
Santa Cruz,6,14-04-2020
Vila Praia da Vitória,8,14-04-2020
Santa Maria da Feira,279,14-04-2020
Santiago do Cacém,11,14-04-2020
Santo Tirso,160,14-04-2020
São João da Madeira,48,14-04-2020
Vila N. de Cerveira,4,14-04-2020
São Pedro do Sul,8,14-04-2020
São Roque do Pico,3,14-04-2020
Sátão,5,14-04-2020
Seia,5,14-04-2020
Seixal,129,14-04-2020
Serpa,17,14-04-2020
Sesimbra,17,14-04-2020
Vila Real,139,14-04-2020
Setúbal,56,14-04-2020
V. R. Santo António,14,14-04-2020
Sever do Vouga,7,14-04-2020
Vila Verde,90,14-04-2020
Silves,20,14-04-2020
Sines,4,14-04-2020
Sintra,404,14-04-2020
Soure,13,14-04-2020
Tábua,16,14-04-2020
Tavira,30,14-04-2020
Terras de Bouro,7,14-04-2020
Tomar,9,14-04-2020
Tondela,8,14-04-2020
Trancoso,12,14-04-2020
Trofa,86,14-04-2020
Vagos,13,14-04-2020
Valpaços,5,14-04-2020
Velas,6,14-04-2020
Viana do Castelo,110,14-04-2020
Vila do Conde,137,14-04-2020
Vila Flor,5,14-04-2020
Vila Franca de Xira,67,14-04-2020
Vila N. de Famalicão,228,14-04-2020
Vila Nova de Foz Côa,68,14-04-2020
Vila Nova de Gaia,884,14-04-2020
Vila Nova de Poiares,3,14-04-2020
Vila Pouca de Aguiar,3,14-04-2020
Vimioso,8,14-04-2020
Vinhais,10,14-04-2020
Viseu,69,14-04-2020
Vizela,26,14-04-2020
Abrantes,4,15-04-2020
Águeda,35,15-04-2020
Albergaria-a-Velha,56,15-04-2020
Albufeira,59,15-04-2020
Alcácer do Sal,5,15-04-2020
Alcanena,4,15-04-2020
Alcobaça,8,15-04-2020
Alcochete,10,15-04-2020
Alenquer,16,15-04-2020
Alfândega da Fé,3,15-04-2020
Almada,145,15-04-2020
Almeida,6,15-04-2020
Almeirim,13,15-04-2020
Almodôvar,3,15-04-2020
Alpiarça,6,15-04-2020
Alvaiázere,23,15-04-2020
Amadora,175,15-04-2020
Amarante,47,15-04-2020
Amares,30,15-04-2020
Anadia,18,15-04-2020
Ansião,4,15-04-2020
Arcos de Valdevez,44,15-04-2020
Arganil,4,15-04-2020
Arouca,27,15-04-2020
Aveiro,203,15-04-2020
Azambuja,4,15-04-2020
Baião,7,15-04-2020
Barcelos,138,15-04-2020
Barreiro,76,15-04-2020
Batalha,4,15-04-2020
Beja,9,15-04-2020
Benavente,29,15-04-2020
Bombarral,3,15-04-2020
Braga,692,15-04-2020
Bragança,87,15-04-2020
Cabeceiras de Basto,11,15-04-2020
Cadaval,4,15-04-2020
Caldas da Rainha,7,15-04-2020
Calheta (Açores),4,15-04-2020
Câmara de Lobos,8,15-04-2020
Caminha,11,15-04-2020
Cantanhede,34,15-04-2020
Carrazeda de Ansiães,5,15-04-2020
Carregal do Sal,7,15-04-2020
Cartaxo,20,15-04-2020
Cascais,273,15-04-2020
Castelo de Paiva,8,15-04-2020
Castro Daire,99,15-04-2020
Castro Marim,3,15-04-2020
Celorico da Beira,7,15-04-2020
Celorico de Basto,9,15-04-2020
Chamusca,3,15-04-2020
Chaves,20,15-04-2020
Cinfães,8,15-04-2020
Coimbra,302,15-04-2020
Condeixa-a-Nova,45,15-04-2020
Coruche,21,15-04-2020
Covilhã,5,15-04-2020
Reguengos Monsaraz,8,15-04-2020
Elvas,4,15-04-2020
Espinho,45,15-04-2020
Esposende,26,15-04-2020
Estarreja,48,15-04-2020
Évora,21,15-04-2020
Fafe,29,15-04-2020
Faro,53,15-04-2020
Felgueiras,186,15-04-2020
Figueira da Foz,14,15-04-2020
Fig. de Castelo Rodrigo,3,15-04-2020
Figueiró dos Vinhos,4,15-04-2020
Funchal,27,15-04-2020
Góis,8,15-04-2020
Gondomar,738,15-04-2020
Vila Nova de Famalicão,235,15-04-2020
Gouveia,14,15-04-2020
Grândola,7,15-04-2020
Guarda,16,15-04-2020
Seia,5,15-04-2020
Guimarães,236,15-04-2020
Horta,6,15-04-2020
Ílhavo,89,15-04-2020
Lagoa (Faro),3,15-04-2020
Lagos,3,15-04-2020
Lamego,25,15-04-2020
Leiria,44,15-04-2020
Lisboa,962,15-04-2020
Loulé,48,15-04-2020
Loures,221,15-04-2020
Lourinhã,4,15-04-2020
Lousã,8,15-04-2020
Lousada,128,15-04-2020
Macedo de Cavaleiros,19,15-04-2020
Madalena,5,15-04-2020
Mafra,59,15-04-2020
Maia,672,15-04-2020
Mangualde,50,15-04-2020
Marco de Canaveses,47,15-04-2020
Marinha Grande,12,15-04-2020
Matosinhos,798,15-04-2020
Mealhada,14,15-04-2020
Melgaço,23,15-04-2020
Miranda do Corvo,9,15-04-2020
Miranda do Douro,4,15-04-2020
Mirandela,17,15-04-2020
Moimenta da Beira,7,15-04-2020
Moita,54,15-04-2020
Monção,27,15-04-2020
Montemor-o-Velho,14,15-04-2020
Montijo,39,15-04-2020
Moura,27,15-04-2020
Murça,3,15-04-2020
Murtosa,6,15-04-2020
Nelas,12,15-04-2020
Santarém,53,15-04-2020
Óbidos,3,15-04-2020
Odivelas,146,15-04-2020
Oeiras,180,15-04-2020
Olhão,12,15-04-2020
Oliveira de Azeméis,130,15-04-2020
Oliveira de Frades,8,15-04-2020
Oliveira do Bairro,16,15-04-2020
Oliveira do Hospital,7,15-04-2020
Ourém,26,15-04-2020
Ovar,455,15-04-2020
Paços de Ferreira,178,15-04-2020
Palmela,16,15-04-2020
Paredes,174,15-04-2020
Paredes de Coura,6,15-04-2020
Pedrógão Grande,3,15-04-2020
Penacova,10,15-04-2020
Penafiel,104,15-04-2020
Peniche,7,15-04-2020
Peso da Régua,24,15-04-2020
Pinhel,20,15-04-2020
Pombal,31,15-04-2020
Ponta Delgada,3,15-04-2020
Ponta do Sol,5,15-04-2020
Ponte da Barca,4,15-04-2020
Tondela,8,15-04-2020
Ponte de Lima,22,15-04-2020
Torre de Moncorvo,23,15-04-2020
Portalegre,3,15-04-2020
Portimão,32,15-04-2020
Porto,980,15-04-2020
Porto de Mós,4,15-04-2020
Trofa,91,15-04-2020
Porto Santo,5,15-04-2020
Vagos,13,15-04-2020
Póvoa de Lanhoso,25,15-04-2020
Póvoa de Varzim,71,15-04-2020
Resende,54,15-04-2020
Rio Maior,11,15-04-2020
Sabrosa,4,15-04-2020
Salvaterra Magos,5,15-04-2020
Santa Comba Dão,4,15-04-2020
Santa Cruz,6,15-04-2020
Santa Maria Feira,292,15-04-2020
Vila Flor,5,15-04-2020
Santiago do Cacém,11,15-04-2020
Santo Tirso,173,15-04-2020
São João da Madeira,51,15-04-2020
São Pedro do Sul,7,15-04-2020
São Roque do Pico,3,15-04-2020
Vila Nova de Foz Côa,72,15-04-2020
Sátão,5,15-04-2020
Vila Nova de Gaia,923,15-04-2020
Seixal,129,15-04-2020
Serpa,18,15-04-2020
Sesimbra,16,15-04-2020
V. R. de Santo António,14,15-04-2020
Setúbal,59,15-04-2020
Vila Verde,92,15-04-2020
Sever do Vouga,21,15-04-2020
Silves,21,15-04-2020
Sines,4,15-04-2020
Sintra,421,15-04-2020
Soure,13,15-04-2020
Tábua,20,15-04-2020
Tavira,30,15-04-2020
Terras de Bouro,6,15-04-2020
Tomar,10,15-04-2020
Torres Novas,10,15-04-2020
Torres Vedras,32,15-04-2020
Trancoso,15,15-04-2020
Vale de Cambra,66,15-04-2020
Valença,6,15-04-2020
Valongo,529,15-04-2020
Valpaços,5,15-04-2020
Velas,6,15-04-2020
Viana do Castelo,120,15-04-2020
Vieira do Minho,19,15-04-2020
Vila Praia da Vitória,7,15-04-2020
Vila do Conde,174,15-04-2020
Vila Franca de Xira,71,15-04-2020
Vila Nova da Barquinha,3,15-04-2020
Vila Nova de Cerveira,4,15-04-2020
Vila Nova de Poiares,3,15-04-2020
Vila Pouca de Aguiar,3,15-04-2020
Vila Real,143,15-04-2020
Vimioso,8,15-04-2020
Vinhais,10,15-04-2020
Viseu,61,15-04-2020
Vizela,25,15-04-2020
Abrantes,5,16-04-2020
Águeda,38,16-04-2020
Albergaria-a-Velha,56,16-04-2020
Albufeira,62,16-04-2020
Alcácer do Sal,5,16-04-2020
Alcanena,6,16-04-2020
Alcobaça,9,16-04-2020
Alcochete,11,16-04-2020
Alenquer,16,16-04-2020
Alfândega da Fé,3,16-04-2020
Almada,149,16-04-2020
Almeida,6,16-04-2020
Almeirim,13,16-04-2020
Almodôvar,3,16-04-2020
Alpiarça,6,16-04-2020
Alvaiázere,23,16-04-2020
Amadora,205,16-04-2020
Amarante,50,16-04-2020
Amares,33,16-04-2020
Anadia,19,16-04-2020
Ansião,5,16-04-2020
Arcos de Valdevez,45,16-04-2020
Arganil,6,16-04-2020
Arouca,26,16-04-2020
Aveiro,227,16-04-2020
Azambuja,4,16-04-2020
Baião,8,16-04-2020
Barcelos,156,16-04-2020
Barreiro,80,16-04-2020
Batalha,4,16-04-2020
Beja,9,16-04-2020
Benavente,27,16-04-2020
Bombarral,3,16-04-2020
Braga,775,16-04-2020
Bragança,88,16-04-2020
Cabeceiras de Basto,10,16-04-2020
Cadaval,4,16-04-2020
Caldas da Rainha,7,16-04-2020
Calheta (Açores),5,16-04-2020
Câmara de Lobos,8,16-04-2020
Caminha,11,16-04-2020
Cantanhede,38,16-04-2020
Loures,231,16-04-2020
Peniche,7,16-04-2020
Carrazeda de Ansiães,5,16-04-2020
Lourinhã,4,16-04-2020
Peso da Régua,44,16-04-2020
Carregal do Sal,7,16-04-2020
Cartaxo,20,16-04-2020
Cascais,275,16-04-2020
Castelo Branco,3,16-04-2020
Castelo de Paiva,8,16-04-2020
Castro Daire,99,16-04-2020
Castro Marim,3,16-04-2020
Celorico da Beira,7,16-04-2020
Marco de Canaveses,51,16-04-2020
Celorico de Basto,11,16-04-2020
Chamusca,4,16-04-2020
Chaves,20,16-04-2020
Cinfães,8,16-04-2020
Melgaço,31,16-04-2020
Coimbra,325,16-04-2020
Condeixa-a-Nova,49,16-04-2020
Vale de Cambra,71,16-04-2020
Coruche,22,16-04-2020
Valença,7,16-04-2020
Covilhã,5,16-04-2020
Elvas,4,16-04-2020
Moita,56,16-04-2020
Espinho,51,16-04-2020
Monção,31,16-04-2020
Esposende,31,16-04-2020
Estarreja,48,16-04-2020
Salvaterra Magos,5,16-04-2020
Évora,20,16-04-2020
Mortágua,3,16-04-2020
Fafe,35,16-04-2020
Moura,28,16-04-2020
Faro,54,16-04-2020
Murça,4,16-04-2020
Felgueiras,198,16-04-2020
Murtosa,7,16-04-2020
Figueira da Foz,17,16-04-2020
Nelas,13,16-04-2020
Fig. de Castelo Rodrigo,3,16-04-2020
Óbidos,3,16-04-2020
Figueiró dos Vinhos,4,16-04-2020
Odivelas,152,16-04-2020
Funchal,27,16-04-2020
Oeiras,182,16-04-2020
Góis,8,16-04-2020
Olhão,13,16-04-2020
Gondomar,777,16-04-2020
Oliveira de Azeméis,143,16-04-2020
Gouveia,14,16-04-2020
Oliveira de Frades,6,16-04-2020
Grândola,7,16-04-2020
Oliveira do Bairro,16,16-04-2020
Guarda,17,16-04-2020
Oliveira do Hospital,7,16-04-2020
Guimarães,262,16-04-2020
Ourém,26,16-04-2020
Horta,6,16-04-2020
Ovar,487,16-04-2020
Ílhavo,90,16-04-2020
Paços de Ferreira,177,16-04-2020
Lagoa (Faro),3,16-04-2020
Palmela,18,16-04-2020
Lagos,3,16-04-2020
Paredes,184,16-04-2020
Lamego,25,16-04-2020
Paredes de Coura,6,16-04-2020
Sever do Vouga,28,16-04-2020
Leiria,47,16-04-2020
Pedrógão Grande,3,16-04-2020
Silves,21,16-04-2020
Lisboa,996,16-04-2020
Penacova,10,16-04-2020
Loulé,52,16-04-2020
Penafiel,110,16-04-2020
Vizela,32,16-04-2020
Sintra,437,16-04-2020
Soure,17,16-04-2020
Lousã,8,16-04-2020
Lousada,139,16-04-2020
Macedo de Cavaleiros,19,16-04-2020
Madalena,5,16-04-2020
Mafra,59,16-04-2020
Maia,686,16-04-2020
Mangualde,50,16-04-2020
Portalegre,3,16-04-2020
Torres Novas,10,16-04-2020
Marinha Grande,13,16-04-2020
Matosinhos,824,16-04-2020
Mealhada,15,16-04-2020
Trofa,97,16-04-2020
Porto Santo,5,16-04-2020
Miranda do Corvo,11,16-04-2020
Póvoa de Lanhoso,31,16-04-2020
Miranda do Douro,4,16-04-2020
Póvoa de Varzim,77,16-04-2020
Mirandela,17,16-04-2020
Reguengos Monsaraz,8,16-04-2020
Moimenta da Beira,9,16-04-2020
Resende,57,16-04-2020
Rio Maior,12,16-04-2020
Montemor-o-Velho,15,16-04-2020
Montijo,40,16-04-2020
Santa Comba Dão,5,16-04-2020
Santa Cruz,6,16-04-2020
Santa Maria Feira,306,16-04-2020
Santa Marta de Penaguião,3,16-04-2020
Vila Flor,5,16-04-2020
Santarém,53,16-04-2020
Santiago do Cacém,12,16-04-2020
Santo Tirso,199,16-04-2020
Vila Nova de Cerveira,6,16-04-2020
São João da Madeira,52,16-04-2020
São Pedro do Sul,8,16-04-2020
Vila Nova de Foz Côa,72,16-04-2020
São Roque do Pico,3,16-04-2020
Vila Nova de Gaia,956,16-04-2020
Sátão,5,16-04-2020
Vila Nova de Poiares,3,16-04-2020
Seia,5,16-04-2020
Vila Pouca de Aguiar,3,16-04-2020
Seixal,134,16-04-2020
Vila Real,144,16-04-2020
Serpa,18,16-04-2020
V. R. de Santo António,14,16-04-2020
Sesimbra,19,16-04-2020
Vila Verde,106,16-04-2020
Setúbal,60,16-04-2020
Vimioso,8,16-04-2020
Vinhais,10,16-04-2020
Viseu,67,16-04-2020
Sines,4,16-04-2020
Vouzela,3,16-04-2020
Pinhel,21,16-04-2020
Pombal,31,16-04-2020
Ponta Delgada,3,16-04-2020
Ponta do Sol,5,16-04-2020
Ponte da Barca,4,16-04-2020
Tondela,8,16-04-2020
Ponte de Lima,22,16-04-2020
Torre de Moncorvo,23,16-04-2020
Portimão,32,16-04-2020
Porto,988,16-04-2020
Trancoso,16,16-04-2020
Porto de Mós,4,16-04-2020
Vagos,15,16-04-2020
Valongo,552,16-04-2020
Valpaços,5,16-04-2020
Sabrosa,4,16-04-2020
Viana do Castelo,125,16-04-2020
Vieira do Minho,24,16-04-2020
Vila Praia da Vitória,7,16-04-2020
Vila do Conde,182,16-04-2020
Vila Franca de Xira,72,16-04-2020
Vila Nova da Barquinha,3,16-04-2020
Vila Nova de Famalicão,246,16-04-2020
Tábua,22,16-04-2020
Tavira,30,16-04-2020
Terras de Bouro,8,16-04-2020
Tomar,10,16-04-2020
Torres Vedras,32,16-04-2020
Velas,6,16-04-2020
Abrantes,7,17-04-2020
Águeda,40,17-04-2020
Albergaria-a-Velha,57,17-04-2020
Albufeira,63,17-04-2020
Alcácer do Sal,5,17-04-2020
Alcanena,6,17-04-2020
Alcobaça,10,17-04-2020
Alcochete,12,17-04-2020
Alenquer,16,17-04-2020
Alfândega da Fé,3,17-04-2020
Almada,152,17-04-2020
Almeida,6,17-04-2020
Almeirim,13,17-04-2020
Almodôvar,3,17-04-2020
Alpiarça,6,17-04-2020
Alvaiázere,23,17-04-2020
Amadora,220,17-04-2020
Amarante,50,17-04-2020
Amares,33,17-04-2020
Anadia,20,17-04-2020
Ansião,5,17-04-2020
Arcos de Valdevez,47,17-04-2020
Arganil,6,17-04-2020
Arouca,26,17-04-2020
Aveiro,232,17-04-2020
Azambuja,4,17-04-2020
Baião,8,17-04-2020
Barcelos,156,17-04-2020
Barreiro,81,17-04-2020
Batalha,4,17-04-2020
Beja,9,17-04-2020
Benavente,27,17-04-2020
Bombarral,3,17-04-2020
Braga,798,17-04-2020
Bragança,89,17-04-2020
Cabeceiras de Basto,10,17-04-2020
Cadaval,4,17-04-2020
Caldas da Rainha,8,17-04-2020
Calheta (Açores),4,17-04-2020
Câmara de Lobos,8,17-04-2020
Caminha,12,17-04-2020
Cantanhede,38,17-04-2020
Loures,240,17-04-2020
Carrazeda de Ansiães,5,17-04-2020
Lourinhã,4,17-04-2020
Lousã,8,17-04-2020
Carregal do Sal,10,17-04-2020
Cartaxo,20,17-04-2020
Cascais,280,17-04-2020
Castelo Branco,3,17-04-2020
Castelo de Paiva,8,17-04-2020
Castro Daire,100,17-04-2020
Castro Marim,3,17-04-2020
Celorico da Beira,8,17-04-2020
Celorico de Basto,12,17-04-2020
Chamusca,4,17-04-2020
Torres Vedras,32,17-04-2020
Chaves,21,17-04-2020
Porto de Mós,6,17-04-2020
Cinfães,8,17-04-2020
Porto Santo,5,17-04-2020
Coimbra,345,17-04-2020
Miranda do Corvo,11,17-04-2020
Condeixa-a-Nova,53,17-04-2020
Coruche,22,17-04-2020
Mirandela,17,17-04-2020
Covilhã,5,17-04-2020
Valença,7,17-04-2020
Elvas,4,17-04-2020
Resende,57,17-04-2020
Espinho,52,17-04-2020
Rio Maior,12,17-04-2020
Esposende,31,17-04-2020
Montemor-o-Velho,15,17-04-2020
Sabrosa,4,17-04-2020
Estarreja,48,17-04-2020
Évora,20,17-04-2020
Mortágua,3,17-04-2020
Fafe,35,17-04-2020
Vieira do Minho,24,17-04-2020
Faro,58,17-04-2020
Vila da Praia da Vitória,7,17-04-2020
Felgueiras,201,17-04-2020
Vila do Conde,186,17-04-2020
Figueira da Foz,17,17-04-2020
Nelas,13,17-04-2020
Vila Flor,5,17-04-2020
Figueira de Castelo Rodrigo,3,17-04-2020
Óbidos,3,17-04-2020
Santarém,54,17-04-2020
Odivelas,154,17-04-2020
Figueiró dos Vinhos,4,17-04-2020
Oeiras,186,17-04-2020
Funchal,27,17-04-2020
Góis,8,17-04-2020
Gondomar,797,17-04-2020
Vila Nova de Famalicão,250,17-04-2020
Gouveia,16,17-04-2020
Vila Nova de Foz Côa,76,17-04-2020
Grândola,7,17-04-2020
São Roque do Pico,3,17-04-2020
Oliveira do Hospital,8,17-04-2020
Guarda,18,17-04-2020
Sátão,5,17-04-2020
Guimarães,277,17-04-2020
Seia,7,17-04-2020
Horta,6,17-04-2020
Seixal,139,17-04-2020
Ílhavo,90,17-04-2020
Lagoa (Faro),4,17-04-2020
Vila Real de Santo António,14,17-04-2020
Lagos,3,17-04-2020
Vila Verde,107,17-04-2020
Lamego,27,17-04-2020
Leiria,51,17-04-2020
Lisboa,1020,17-04-2020
Penafiel,110,17-04-2020
Loulé,52,17-04-2020
Penela,3,17-04-2020
Sines,4,17-04-2020
Peniche,8,17-04-2020
Peso da Régua,45,17-04-2020
Lousada,139,17-04-2020
Macedo de Cavaleiros,19,17-04-2020
Madalena,5,17-04-2020
Mafra,64,17-04-2020
Maia,714,17-04-2020
Mangualde,51,17-04-2020
Manteigas,3,17-04-2020
Marco de Canaveses,52,17-04-2020
Marinha Grande,14,17-04-2020
Matosinhos,845,17-04-2020
Mealhada,15,17-04-2020
Melgaço,32,17-04-2020
Trofa,101,17-04-2020
Póvoa de Lanhoso,32,17-04-2020
Miranda do Douro,4,17-04-2020
Póvoa de Varzim,79,17-04-2020
Vale de Cambra,72,17-04-2020
Moimenta da Beira,10,17-04-2020
Moita,58,17-04-2020
Valongo,562,17-04-2020
Monção,54,17-04-2020
Valpaços,5,17-04-2020
Montijo,40,17-04-2020
Salvaterra de Magos,5,17-04-2020
Viana do Castelo,126,17-04-2020
Moura,28,17-04-2020
Murça,4,17-04-2020
Murtosa,7,17-04-2020
Santa Maria da Feira,311,17-04-2020
Santa Marta de Penaguião,3,17-04-2020
Vila Franca de Xira,75,17-04-2020
Santiago do Cacém,13,17-04-2020
Olhão,13,17-04-2020
Oliveira de Azeméis,145,17-04-2020
Oliveira de Frades,6,17-04-2020
Oliveira do Bairro,16,17-04-2020
Vila Nova de Gaia,972,17-04-2020
Ourém,27,17-04-2020
Ovar,498,17-04-2020
Paços de Ferreira,183,17-04-2020
Palmela,19,17-04-2020
Paredes,186,17-04-2020
Paredes de Coura,6,17-04-2020
Pedrógão Grande,3,17-04-2020
Setúbal,60,17-04-2020
Penacova,11,17-04-2020
Sever do Vouga,28,17-04-2020
Silves,21,17-04-2020
Vizela,34,17-04-2020
Sintra,463,17-04-2020
Pinhel,21,17-04-2020
Pombal,37,17-04-2020
Ponta Delgada,3,17-04-2020
Ponta do Sol,5,17-04-2020
Ponte da Barca,4,17-04-2020
Ponte de Lima,22,17-04-2020
Portalegre,3,17-04-2020
Portimão,32,17-04-2020
Torres Novas,10,17-04-2020
Porto,1017,17-04-2020
Trancoso,16,17-04-2020
Vagos,15,17-04-2020
Reguengos de Monsaraz,8,17-04-2020
Velas,6,17-04-2020
Santa Comba Dão,6,17-04-2020
Santa Cruz,6,17-04-2020
Vila Nova da Barquinha,3,17-04-2020
Santo Tirso,215,17-04-2020
Vila Nova de Cerveira,6,17-04-2020
São João da Madeira,52,17-04-2020
São Pedro do Sul,8,17-04-2020
Vila Nova de Poiares,3,17-04-2020
Vila Pouca de Aguiar,3,17-04-2020
Vila Real,145,17-04-2020
Serpa,18,17-04-2020
Sertã,3,17-04-2020
Sesimbra,19,17-04-2020
Vimioso,8,17-04-2020
Vinhais,10,17-04-2020
Viseu,71,17-04-2020
Vouzela,4,17-04-2020
Soure,18,17-04-2020
Tábua,22,17-04-2020
Tavira,35,17-04-2020
Terras de Bouro,8,17-04-2020
Tomar,10,17-04-2020
Tondela,9,17-04-2020
Torre de Moncorvo,23,17-04-2020
Abrantes,7,18-04-2020
Águeda,41,18-04-2020
Albergaria-a-Velha,57,18-04-2020
Albufeira,64,18-04-2020
Alcácer do Sal,5,18-04-2020
Alcanena,6,18-04-2020
Alcobaça,11,18-04-2020
Alcochete,13,18-04-2020
Alenquer,16,18-04-2020
Alfândega da Fé,4,18-04-2020
Almada,155,18-04-2020
Almeida,6,18-04-2020
Almeirim,14,18-04-2020
Almodôvar,3,18-04-2020
Alpiarça,6,18-04-2020
Alvaiázere,25,18-04-2020
Amadora,220,18-04-2020
Amarante,55,18-04-2020
Amares,33,18-04-2020
Anadia,20,18-04-2020
Ansião,5,18-04-2020
Arcos de Valdevez,49,18-04-2020
Arganil,6,18-04-2020
Arouca,26,18-04-2020
Arruda dos Vinhos,4,18-04-2020
Aveiro,235,18-04-2020
Azambuja,5,18-04-2020
Baião,8,18-04-2020
Barcelos,162,18-04-2020
Barreiro,81,18-04-2020
Batalha,4,18-04-2020
Beja,9,18-04-2020
Benavente,27,18-04-2020
Bombarral,3,18-04-2020
Braga,831,18-04-2020
Bragança,91,18-04-2020
Cabeceiras de Basto,11,18-04-2020
Cadaval,4,18-04-2020
Caldas da Rainha,10,18-04-2020
Calheta (Açores),4,18-04-2020
Câmara de Lobos,9,18-04-2020
Caminha,12,18-04-2020
Cantanhede,40,18-04-2020
Carrazeda de Ansiães,5,18-04-2020
Carregal do Sal,10,18-04-2020
Cartaxo,21,18-04-2020
Cascais,286,18-04-2020
Castelo Branco,3,18-04-2020
Castelo de Paiva,8,18-04-2020
Castro Daire,100,18-04-2020
Castro Marim,3,18-04-2020
Celorico da Beira,8,18-04-2020
Celorico de Basto,13,18-04-2020
Torres Novas,11,18-04-2020
Chamusca,5,18-04-2020
Porto,1040,18-04-2020
Chaves,21,18-04-2020
Porto de Mós,6,18-04-2020
Cinfães,7,18-04-2020
Coimbra,350,18-04-2020
Póvoa de Lanhoso,33,18-04-2020
Condeixa-a-Nova,60,18-04-2020
Coruche,23,18-04-2020
Covilhã,5,18-04-2020
Elvas,4,18-04-2020
Valongo,580,18-04-2020
Espinho,53,18-04-2020
Rio Maior,12,18-04-2020
Esposende,32,18-04-2020
Montemor-o-Velho,15,18-04-2020
Estarreja,55,18-04-2020
Montijo,40,18-04-2020
Évora,20,18-04-2020
Mortágua,3,18-04-2020
Fafe,57,18-04-2020
Moura,28,18-04-2020
Faro,55,18-04-2020
Murça,4,18-04-2020
Felgueiras,219,18-04-2020
Murtosa,7,18-04-2020
Figueira da Foz,18,18-04-2020
Nelas,13,18-04-2020
Fig. de Castelo Rodrigo,3,18-04-2020
Óbidos,3,18-04-2020
Figueiró dos Vinhos,4,18-04-2020
Odivelas,158,18-04-2020
